property_phys_chem_id,procedure_phys_chem_id,unit_of_measure_id,value_min,value_max,definition,citation,reference
molybdenumProperty,Total_xrf,%,0,100,XRF,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
molybdenumProperty,Total_xrf-p,%,0,100,PXRF,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
molybdenumProperty,Total_xtf-t,%,0,100,TXRF,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_bremner,g/kg,0,1000,"Total N (Bremner, 1965, p. 1162-1164)","Bremner, J. M. 1965. Total Nitrogen. In: C. A. Black (ed.) Methods of soil analysis. Part 2: Chemical and microbial properties. Number 9 in series Agronomy. American Society of Agronomy, Inc. Publisher, Madison, USA. Pp. 1049-1178",https://doi.org/10.2134/agronmonogr9.2.c32
Nitrogen (N) - total,TotalN_calcul,g/kg,0,1000,OC * 1.72 / 20 (gives C/N=11.6009),"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_calcul-oc10,g/kg,0,1000,Calculated from OrgC and C/N ratio of 10,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_dc,g/kg,0,1000,Dry combustion,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_dc-ht-dumas,g/kg,0,1000,Dry combustion at 800-1000 C celcius (Dumas method),"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_dc-ht-leco,g/kg,0,1000,"Element analyzer (LECO analyzer), Dry Combustion","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_dc-spec,g/kg,0,1000,Spectrally measured and converted to N by dry combustion,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_h2so4,g/kg,0,1000,H2SO4,,
Nitrogen (N) - total,TotalN_kjeldahl,g/kg,0,1000,Method of Kjeldahl (digestion),"Kjeldahl, J. (1883) ‘Neue Methode zur Bestimmung des Stickstoffs in organischen Körpern’ (New method for the determination of nitrogen in organic substances), Zeitschrift für analytische Chemie, 22 (1) : 366-383.",https://en.wikipedia.org/wiki/Kjeldahl_method
Nitrogen (N) - total,TotalN_kjeldahl-nh4,g/kg,0,1000,"Kjeldahl, and ammonia distillation","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_nelson,g/kg,0,1000,"Nelson and Sommers, 1980","Darrell W Nelson, Lee E Sommers, Total Nitrogen Analysis of Soil and Plant Tissues, Journal of Association of Official Analytical Chemists, Volume 63, Issue 4, 1 July 1980, Pages 770–778,",https://doi.org/10.1093/jaoac/63.4.770
Nitrogen (N) - total,TotalN_tn04,g/kg,0,1000,"Dry combustion using a CN-corder and cobalt oxide or copper oxide as an oxidation accelerator (Tanabe and Araragi, 1970)","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_tn06,g/kg,0,1000,Continuous flow analyser after digestion with H2SO4/salicyclic acid/H2O2/Se,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
Nitrogen (N) - total,TotalN_tn08,g/kg,0,1000,"Sample digested by sulphuric acid, distillation of released ammonia, back titration against sulpuric acid","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
organicMatterProperty,FulAcidC_unkn,g/kg,0,1000,Fulvic acid carbon_unknown method,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
organicMatterProperty,HumAcidC_unkn,g/kg,0,1000,Humic acid carbon_unknown method,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
organicMatterProperty,OrgM_calcul-oc1.73,g/kg,0,1000,"Organic carbon * 1,73","Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
organicMatterProperty,TotHumC_unkn,g/kg,0,1000,Total humic carbon_unknown method,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHCaCl2,pH,1.5,13,pHCaCl2 (soil reaction) in a soil/CaCl2 solution (0.01-1 M),"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHCaCl2_ratio1-1,pH,1.5,13,pHCaCl2 (soil reaction) in 1:1 soil/1 M CaCl2 solution (1 M),"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHCaCl2_ratio1-10,pH,1.5,13,pHCaCl2 (soil reaction) in 1:10 soil/CaCl2 solution (0.01-1 M),"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHCaCl2_ratio1-2,pH,1.5,13,pHCaCl2 (soil reaction) in 1:2 soil/CaCl2 solution (0.01-1 M),"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHCaCl2_ratio1-2.5,pH,1.5,13,pHCaCl2 (soil reaction) in 1:2.5 soil/CaCl2 solution (0.01-1 M),"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHCaCl2_ratio1-5,pH,1.5,13,pHCaCl2 (soil reaction) in 1:5 soil/CaCl2 solution (0.01-1 M),"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHCaCl2_sat,pH,1.5,13,pHCaCl2 (soil reaction) in saturated paste,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHH2O,pH,1.5,13,pHH2O (soil reaction) in a soil/water solution,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHH2O_ratio1-1,pH,1.5,13,pHH2O (soil reaction) in 1:1 soil/water solution,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHH2O_ratio1-10,pH,1.5,13,pHH2O (soil reaction) in 1:10 soil/water solution,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHH2O_ratio1-2,pH,1.5,13,pHH2O (soil reaction) in 1:2 soil/water solution,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
pH - Hydrogen potential,pHH2O_ratio1-2.5,pH,1.5,13,pHH2O (soil reaction) in 1:2.5 soil/water solution,"Leenaars J.G.B., A.J.M. van Oostrum and M. Ruiperez Gonzalez, 2014. Africa Soil Profiles Database, Version 1.2. A compilation of georeferenced and standardised legacy soil profile data for Sub-Saharan Africa (with dataset). ISRIC Report 2014/01. Africa Soil Information Service (AfSIS) project and ISRIC - World Soil Information, Wageningen, the Netherlands. See Annex 4.",https://www.isric.org/sites/default/files/isric_report_2014_01.pdf
